,text,labels
243,कोरोना वायरस वाले सामान्य बीमार ppl बनाम coronaviruschallenge URL,0
244,कोरोना वायरस की तुलना में सांप्रदायिक घृणा का वायरस घातक है!,0
246,कोरोना वायरस अस्थायी है। सदन संगीत हमेशा के लिए है,0
247,आपके अनुमोदन संख्या में मदद करने के लिए कोरोनोवायरस पीड़ितों को अस्वीकार किए गए परीक्षणों को हत्या का प्रयास माना जाना चाहिए। URL,0
248,coronovirus  covid19 रद्द हो गया है! / URL,0
249,"आप कोरोना के बारे में ट्वीट नहीं कर रहे हैं, लेकिन कोरिन्थियन smh के बारे में नहीं",0
250,पूरी पूरी दुनिया: कोरोना वायरस खतरनाक है। जमैकेन्स: URL,0
251,"जैसा कि आप देख सकते हैं कि यह ताबूत है ""URL URL",0
252,"शत्रुतापूर्ण अंतरिक्ष एलियंस के आक्रमण की तरह, covid-19 मानव प्रजातियों का दुश्मन है जो बातचीत नहीं करता है। यह आपकी राष्ट्रीयता, विचारधारा, राजनीति या धर्म की परवाह नहीं करता है। हम सभी के इस दुश्मन को मुकाबला करने के लिए एक वैश्विक प्रयास की आवश्यकता है, विज्ञान द्वारा निर्देशित और जादुई सोच से नहीं। URL",1
253,"इसके फ्राइडे मदरफकर्स, आप कोरोना जूस से भरी अखरोट की बोरी और एक श्वास मास्क के साथ दिखा रहे हैं ....।",0
254, वीडियो:  कोरोनावायरस भय के कारण और तीर्थयात्रियों की सुरक्षा का बीमा करने के लिए  काका में पवित्र काबा के आसपास के पवित्र क्षेत्र में अस्थायी रूप से लोगों को इसे साफ और निष्फल करने के लिए अस्थायी रूप से खाली कर दिया गया था। URL,1
255,doh tictok पर आधिकारिक तौर पर है! t इस tiktok वीडियो में covid-19 के खिलाफ सुरक्षात्मक उपाय जानें!  सहवास चुनौती में शामिल हों! आईडी पर doh के आधिकारिक टिक्टॉक खाते का पालन करें: dohgovph .co URL,0
256,"a नर्स-शुरू में  कोरोनोवायरस और एसआईसीटी में उजागर हुई- हथौड़ों @cdcgov के लिए शुरू में रिफ़्यूजिंग और फिर  covid19 परीक्षण में देरी। ""क्या एक हास्यास्पद और अशिक्षित प्रतिक्रिया ... यह एक सार्वजनिक स्वास्थ्य आपातकाल है।"" h / t @iam_brookesmith @nationalnurses URL",1
257,चलो और अधिक आशा लाओ! विज्ञान काम करता है! URL,0
258,"6 मार्च 3pm kst के अनुसार, btsarmy ने लगभग दान किया। 9 दिनों में covid-19 राहत के लिए 505,500,000 जीते !! @bts_twt t URL",1
259,"राष्ट्रपति ट्रम्प covid-19 का इलाज बना सकते हैं और हम टीडीएस की भीड़ से 'मेरा इलाज नहीं' सुनेंगे। वे कहते हैं कि हम एक पंथ हैं, जब वास्तव में हम परिवार हैं। टीम ट्रम्प एक राजवंश है और यह राजवंश उसे फिर से निर्वाचित करने वाला है।  landslide2020",0
260,"@realdonaldtrump और cronies के बाद coronavirusoutbreak को डाउनप्ले करने के बाद, पेंस अब मानते हैं कि वहाँ पर्याप्त coronavirus परीक्षण किट नहीं हैं। विशेषज्ञों (मेरे सहित) ने इसे हफ्तों के लिए आते देखा और बिंदुवार देखभाल के लिए  covid19 परीक्षण बुलाया। उनकी अक्षमता में जान खर्च होगी",1
261,hongkongers ने अच्छे कारणों के लिए अपनी खुद की सरकार को नहीं सुनने का फैसला किया और खुद को बचाने के लिए मास्क पहनने का फैसला किया। hongkong के पास इस सूची के अधिकांश देशों की तुलना में पहले coronavirus तरीके का पहला मामला था और तब से मामलों में कोई वृद्धि नहीं हुई है।,1
263,"केरल भारत का एकमात्र राज्य है जिसने 3 घातक वायरस कोरोना, निपा और भाजपा को सफलतापूर्वक रोका।",1
264,एसएआरएस जैसी फेफड़ों की क्षति की यह नवीनतम रिपोर्ट china से  कोरोनोवायरस मामलों की पूर्व नैदानिक ​​रिपोर्ट के अनुरूप है।  covid19 बच गए कम से कम 1 रोगी को बाद में अपने फेफड़ों के स्थायी फाइब्रोसिस ('निशान') के कारण फेफड़े का प्रत्यारोपण मिला। URL,1
265,मेरा सेंवई सूप काला संबल के बिना एकदम सही नहीं है,0
266,"अमेरिकी सरकार को दान अमेरिकी कार्यालय में एक विशिष्ट कार्यालय द्वारा नियंत्रित किया जाता है; आप ""स्वास्थ्य के लिए सहायक सचिव के कार्यालय"" के लिए एक चेक नहीं भेजेंगे - URL देखें",1
267,"तो आज के लिए यहां एक प्रश्न है: यदि आप सिएटल क्षेत्र में एक डॉक्टर हैं, तो क्या आप आज के अनुसार, किसी भी रोगी के लिए covid-19 परीक्षण का आदेश दे सकते हैं जो आपको लगता है कि परीक्षण किया जाना चाहिए? क्षेत्र में वास्तविक चिकित्सा पेशेवरों से सुनने के लिए उत्सुक।",0
269,"यह  कोरोनोवायरस इमरजेंसी रिस्पॉन्स पैकेज हमारी सरकार को इस संसाधन को सार्वजनिक स्वास्थ्य संकट का सामना करने की आवश्यकता देता है - अन्य महत्वपूर्ण पहलों से बिना चोरी किए। मेरे हस्ताक्षर के साथ, यह राष्ट्रपति की मेज पर जाता है। URL",1
272,"खैर, हमने इसे पहले यहाँ बुलाया, क्या हमने नहीं? या कम से कम पहले में ... यह अच्छी खबर होगी।",0
275,तुर्की के साथ कुछ अजीब चल रहा है। यह डब्ल्यूएचओ को कोरोना वायरस के बारे में सबूत देने से इनकार कर रहा है। ऐसी अफवाहें हैं कि समस्या लगभग iran जैसी है। कुछ मामले तुर्की एयरलाइंस पर दर्ज किए गए हैं। वे सबूत नहीं देते हैं क्योंकि टीए दिवालिएपन URL के कगार पर हैं,1
276,"जापान: क्लोज़ स्कूल इटली: क्लोज़ स्कूल और फ़ुटबॉल खेल चीन: ओलंपिक सब कुछ बंद करो; रद्द कर सकते हैं ट्रम्प: कोरोनावायरस एक धोखा है, मेरा कूबड़ विशेषज्ञ है गलत है, और आपको काम और स्कूल जाना चाहिए।  ट्रम्पवायरस  covid19  कोरोनवायरस",1
277,बीच में मत आना! blaming bl4 coronaviruschina हमें new evil empire4 इसके कवरअप में 2 एकजुट करने में सक्षम करेगा। यह महामारी न केवल चीनी लोगों को बल्कि पूरे लोगों को मार रही है। वुहान पीड़ित उप-प्रीमियर यात्राओं के रूप में नकली रोते हैं। URL,1
280,6 मार्च 20 | शाम 7 बजे gmt + 2  की पुष्टि की  covid19 मामलों में क्षेत्र ghanafaganistan 1 बाहरन 56 rainegypt 15 iranir ईरान 4747 incl 124 मौत rairaq 38 incl 2 मौत jordan 1 kuwait 58 2 लेबनान 16 onmorocco 2 16oman 16 7opt 7 pakistan 6 qatar 11 atartunisia 1 aksa 5 aeuae 29 URL,1
281,"ट्रम्प अभियान ने सीएनएन पर and गलत और मानहानि ’वाले statements रूस रूस’ बयानों के खिलाफ मुकदमा दायर किया, लाखों नुकसान की तलाश की। फेक न्यूज मेडियास  कोरोनोवायरस से भी बदतर हैं। लोगों के दुश्मन! महान अभिवादन। अभी तुम खबर हो। संभाल डब्ल्यू / देखभाल। q qanon  trump2020 kag  kag2020  wwg1wga URL",1
282," covid19 से तीन और ईरानी अधिकारियों की कथित तौर पर मौत हो गई। या तो एक राजनेता होने के नाते आप कोरोनोवायरस के प्रति अतिरिक्त संवेदनशील होते हैं, या रोग की व्यापकता सरकार द्वारा स्वीकार किए जाने से अधिक परिमाण के आदेश हैं: URL",1
283,@realdonaldtrump डोनाल्ड ट्रम्प ने अटलांटा में सीडीसी की अपनी यात्रा रद्द कर दी क्योंकि एक व्यक्ति के पास कथित रूप से  कोरोनोवेरीज़ था? hypocrite URL,1
284,"यह आपको आश्चर्यचकित करता है। यदि यह केवल एक धोखा है, या इससे भी बदतर फ्लू है तो आप एक यात्रा क्यों रद्द करेंगे? germaphobetrump में 2 मानक हैं। covid -19 से संक्रमित हर कोई तब भी काम पर जा सकता है, जब तक कि वह मुख्य URL में बोन्सपुर न हो।",1
285,चेतावनी : यह शख्स मिलीभगत होक्स साम्राज्य का राजा है। भरोसा करो कि वह कुछ भी नहीं कहता या लिखता है। वह शुद्ध विघटन है।,1
286,मीडिया फर्जी मामलों को लेकर हमसे पूछताछ कर रहा है। मैं वही होऊंगा जो पहले जान लेगा। मैं आपसे नकली समाचार coronavirus URL पर आने का अनुरोध करता हूं,1
287,"न्यूयॉर्क एजी ने टेलीवेंजनिस्ट jimbakker को fake coronavirus cure lisalandau को बेचना बंद करने की चेतावनी दी है, ag's health care bureau के प्रमुख ने गुरुवार को बकर को एक संघर्ष विराम और राहत पत्र भेजा, जिसमें  mog  bluewave2020 maga christians URL / की धमकी दी गई। /t.co/y1iwhzwlsi",1
289,"चूंकि यह मीडिया द्वारा रिपोर्ट नहीं किया जाएगा, इसलिए मैं इस चेक की एक प्रति साझा करना चाहता था। @realdonaldtrump एक बार फिर संयुक्त राज्य अमेरिका सरकार को अपना वेतन वापस कर रहा है। इस तिमाही में, यह coronavirus का सामना करने, सम्मिलित करने और मुकाबला करने के लिए @hhsgov को दान किया जाएगा। संयुक्त राज्य अमेरिका का ध्वज",1
290,"धन्यवाद, michaelbloomberg यहाँ अमेरिका में सबसे अधिक शक्की व्यक्ति द्वारा  कोरोनोवायरस फैलाने के तरीके पर एक आसान सा (अनजाना) डेमो दिया गया है: सामुदायिक भोजन को अपनी लार-लथपथ उंगलियों के साथ जितना हो सके उतना स्पर्श करें। minimikebloomberg droolingbloomberg",0
291,"दोस्तों, जब आप कहते हैं कि ""कोरोना वायरस कोई बड़ी बात नहीं है, तो यह केवल विकलांगों, बुजुर्गों, शारीरिक रूप से बीमार, और इम्युनोकोप्रोमाइज्ड को मारता है,"" इसका मतलब यह है कि वे लोग खर्च करने योग्य हैं। कृपया अधिक सावधान रहें।",0
292,भारत में कोरोना वायरस का सिर्फ 1 मामला और लोग मास्क के लिए पागल हैं !! डेली 400 लोग सड़क दुर्घटनाओं में मारे जाते हैं और फिर भी हेल्मेट के लिए कोई सनक नहीं है। चेहरे पर safetysaves यह वायरस या सड़क दुर्घटना हो सकता है!,1
293,"राष्ट्रपति @realdonaldtrump ने पद पर रहते हुए अपना वेतन दान करने की प्रतिबद्धता जताई। उस वादे का सम्मान करते हुए और अमेरिकी लोगों की रक्षा करने के लिए, वह coronavirus का सामना करने, होने और मुकाबला करने के लिए किए जा रहे प्रयासों का समर्थन करने के लिए @hhsgov को अपना 2019 q4 वेतन दान कर रहा है।",1
294,"मैं सिएटल में रहता हूं, मेरे पास covid -19 के सभी लक्षण हैं और पुरानी ब्रोंकाइटिस का इतिहास है। चूंकि मैं कई 65+ रोगियों और पुरानी बीमारियों के साथ एक भौतिक चिकित्सा क्लिनिक में काम करता हूं, इसलिए मैंने जिम्मेदार होने और परीक्षण करने का फैसला किया। इस तरह से गया।",1
295,"मेरे पिताजी ने कहा ""वे सिर्फ कोरोना वायरस का इलाज क्यों नहीं करते"" और मैंने उनसे कहा कि यह मुझे इस होम मूवी क्लिप की याद दिलाता है",0
296,"दुनिया भर के विशेषज्ञों ने covid-19 उपन्यास कोरोनावायरस के प्रसार से बचने के लिए सामूहिक समारोहों को कम करने की सलाह दी है। इसलिए, इस साल मैंने किसी भी होली मिलन कार्यक्रम में भाग नहीं लेने का फैसला किया है।",1
297,इज़राइल के प्रधान मंत्री बेंजामिन नेतन्याहू @netanyahu ने  कॉरोनोवायरस के प्रसार को कम करने के लिए एक संवाददाता सम्मेलन में इजरायल को बधाई देने के  तरीके को अपनाने के लिए प्रोत्साहित किया,1
298,प्रिय @realdonaldtrump: आप जनवरी में  covid_19 के बारे में जानते थे। यह मार्च है और आपके प्रशासन के पास अभी भी पर्याप्त परीक्षण किट नहीं हैं। यह अकारण है और कर्तव्य का उपहास है। coronaoutbreak को कम करना बंद करो और अग्रणी शुरू करो। जीवन दांव पर लगा है। <link>,1
299,सुरक्षा हमेशा पहले आती है। घबराएं नहीं और सुरक्षित रहें।  कोरोनाअलर्ट <लिंक>,0
300," कोरोनोवायरस की सबसे बड़ी संख्या वाले देश 1. चीन 2. दक्षिण कोरिया 3. इटली 4. ईरान 5, जापान 6. फ्रांस 7. जर्मनी 8. स्पेन 9. कनाडा 10. यूएसए",1
301,"मैं  कोरोनोवायरस की जानकारी से दंग रह गया हूं, जो  सिंहपुर में जारी हो रही है। इस वेबसाइट पर आप हर ज्ञात संक्रमण मामले को देख सकते हैं, जहां व्यक्ति रहता है और काम करता है, वे किस अस्पताल में भर्ती हुए हैं, और वाहक की नेटवर्क टोपोलॉजी, सभी एक समय-श्रृंखला <लिंक> पर रखी गई हैं",1
302,"धन्यवाद, महान काम करते रहो!",0
304,नाइजीरिया इबोला और कोरोना वायरस को प्रभावी ढंग से संभालने में सक्षम होने से आपको पता चलता है कि बाकी सब चीजों में अक्षमता उद्देश्य पर है,0
305,"breaking: मैं एक नए निर्देश की घोषणा कर रहा हूँ, जिसमें ny स्वास्थ्य बीमाकर्ताओं को आपातकालीन कक्ष, तत्काल देखभाल और कार्यालय के दौरे सहित coronavirus के परीक्षण से जुड़ी लागत साझा करने की छूट देने की आवश्यकता है। हम लागत को किसी भी न्यू यॉर्कर के लिए covid-19 परीक्षण तक पहुंचने में अवरोध नहीं होने दे सकते।",1
306,अब वे सफाई करना चाहते हैं,0
308,"ईआर डॉक के साथ बात की, जो कहते हैं कि वह ऐसे मामलों को देख रहा है जो 99% यकीन है कि वे coronavirus हैं। फ्लू के लिए नकारात्मक, हाल की यात्रा, हवाई अड्डों में काम। परीक्षण करने की अनुमति नहीं है। मरीज काम पर लौटते हैं क्योंकि वे एक निश्चित निदान से समय नहीं निकाल सकते। अन्य ईआर डॉक्स एक ही चीज को देखते हैं।",1
309,"धीरे-धीरे, दुनिया द्वारा सभी हिंदू परंपराओं को स्वीकार किया जाएगा। योग पहले से ही है। परिवार प्रणाली और शाकाहार की आवश्यकता सख्त है, आतंकवाद से लड़ने के लिए सार्वभौमिक स्वीकृति, कम्युनिस्टों से घृणा और कट्टरता से लड़ने के लिए बहुदेववाद। अवैज्ञानिक अब्राहम सिद्धांतों का समय समाप्त हो गया है। <लिंक>",0
310,कांग्रेस को fisa सौंदर्यीकरण के साथ आपातकालीन  कोरोनोवायरस फंडिंग को टाई नहीं करना चाहिए। हमें अपने न्याय प्रणाली में अमेरिकी लोगों के विश्वास को बहाल करने के लिए हमारे fisa प्रणाली में सुधार करना होगा और यह सुनिश्चित करना होगा कि 2016 में @realdonaldtrump और उनके अभियान का क्या हुआ और फिर कभी नहीं हुआ। <link>,0
312,"प्रिय @vp पेंस: आप अमेरिकी लोगों से क्या छिपा रहे हैं? क्यों जीता है, आप लोगों को यह देखने और सुनने देंगे कि विशेषज्ञ coronaoutbreak के बारे में क्या कह रहे हैं?",0
313,"प्रिय @pmoindia, जब भारत आपातकाल का सामना कर रहा है, तब भारत के समय को अपने सोशल मीडिया अकाउंट्स के साथ बजाने में बर्बाद कर रहा है। कोरोना वायरस चुनौती पर लेने पर हर भारतीय का ध्यान केंद्रित करें। यहां बताया गया है कि यह कैसे किया जाता है ..  कोरोनोवायरसइंडिया",0
314,पकड़ो -  चीन कम्युनिस्ट पार्टी अब coronavirusoutbreak का खंडन चीन में उत्पन्न हुआ? यह बीजिंग के वायरस के विनाशकारी विनाश के बाद वैश्विक स्वास्थ्य संकट का कारण बना है? अक्षम ठगों और झूठों का एक संग्रह <लिंक> क्या है,1
315,"विश्व स्वास्थ्य संगठन ने पुष्टि की कि कोविद -19 मौसमी फ्लू की तुलना में घातक है, लेकिन आसानी से प्रसारित नहीं होता है। कोरोनावायरस के प्रकोप के नवीनतम अपडेट यहां पढ़ें।",1
317,"कोरोनोवायरस की मृत्यु दर who कहती है, जिस पर हनिटी को ट्रम्प 3.4% है: ""मुझे लगता है कि 3.4% संख्या एक झूठी संख्या है। अब यह सिर्फ मेरा कूबड़ है, लेकिन बहुत सारी बातचीत के आधार पर ... व्यक्तिगत रूप से, मैं कहूंगा संख्या 1% से कम है। "" अचरज से बेपरवाह। <link>",1
318,"प्रिय @realdonaldtrump: हम अभी भी उस पैमाने पर परीक्षण क्यों नहीं कर रहे हैं जिसमें हमें coronavirusorbreak को शामिल करने की आवश्यकता है? क्या आपने अभी तक अपने प्रशासन की आलोचना की आलोचना के लिए माफी मांगी है, क्योंकि परीक्षण एक नया धोखा था? <link>",0
319,प्रेरणा के लिए धन्यवाद  भारत- आज से सभी इज़राइलियों का कहना है कि  शालोमो ðÿ ® the ‡ ±  नमस्ते_ ðÿ ®ðÿ  ,0
320,"अगर यह सच है, तो अमेरिकी दूतावास के कर्मचारियों को उजागर करने के लिए कोरोनोवायरस परीक्षण से इनकार करने वाले @statedept अधिकारियों को इस्तीफा देने की आवश्यकता है। इसके अलावा, @houseforeign समिति में पिछले हफ्ते एक अनुस्मारक, @secpompeo ने 6 बार इनकार कर दिया कि coronavirus एक धोखा है। <link>",0
321,"राष्ट्रपति के लिए चल रहे प्रत्येक डेमोक्रेट के लिए एक कॉल, या उस मामले के लिए कहीं भी। क्या आप coronavirus से लड़ने के लिए अपना त्रैमासिक वेतन दान करने में राष्ट्रपति ट्रम्प में शामिल होंगे? नागरिक बहुत आभारी होंगे। पहले ही, आपका बहुत धन्यवाद।",0
322,"कोरोनवायरस के पुष्ट मामलों के कारण एलए सिटी और काउंटी के लिए एक आपातकालीन स्थिति घोषित की गई है। एंजेलीनो को तैयार होने की जरूरत है, लेकिन घबराई नहीं। विशेषज्ञों की सलाह सुनें। सुनिश्चित करें कि आप नवीनतम जानकारी और सिफारिशों के लिए @cdcgov और @lapublichealth का अनुसरण कर रहे हैं। <link>",1
323,हम अभिशप्त हैं।  कोरोनैवायरस  covid_19 URL,0
325, b52questions 1. रूडी की गिरफ्तारी क्यों नहीं है? 2. हार्वे रिकरैस में क्यों नहीं है? 3. क्यूबेकिनली अभी भी काम क्यों कर रहा है? 4. बर्र ने अभी तक छोड़ दिया है? 5. फ्लिन को कब सजा सुनाई जा रही है? 6.  कोरोनोवायरस के बारे में संदेश के साथ पेंस और श्रीमती मिलर पर कौन भरोसा करता है? 7. क्या râ € ™ के खुश w / उनके आदमी हैं?,0
326,"वैश्विक रूप से, रिपोर्ट किए गए  covid19 के लगभग 3.4% लोगों की मृत्यु हो गई है। तुलनात्मक रूप से, मौसमी फ्लू आम तौर पर संक्रमित लोगों के 1% से भी कम मारता है- @ ड्रेडट्रॉस  कोरोनोवायरस",1
327,"यह पूछना एक उचित सवाल है कि क्या परीक्षण की कमी @realdonaldtrump प्रशासन द्वारा व्यापक अक्षमता के कारण है, या ट्रम्पा के लिए coronaoutbreak को कम करने की इच्छा है। किसी भी तरह से अब हमारे गंभीर परिणाम हैं। और हम उन महत्वपूर्ण हफ्तों को वापस नहीं पा सकते हैं।",0
328,दोस्तों यहां देखने के लिए कुछ नहीं है। केवल @ जीओपी एक कोरोना वायरस बिल को रोक रहा है क्योंकि यह उनके सभी बड़े फार्मा पल्स को चार्ज करने की अनुमति देता है जो वे एक जीवन भर वैक्सीन के लिए चाहते हैं जो अभी तक विकसित नहीं हुआ है।  onevoice1 <लिंक>,1
331,"50 साल से कम उम्र की किसी को भी यह एहसास होता है कि हम covid-19 से शायद मरने वाले नहीं हैं, लेकिन हम बिल्कुल ऐसे वैक्टर होंगे जो बीमारी को बूढ़े लोगों तक पहुंचाते हैं, जो * * मरेंगे जिसके कारण हम सावधानी बरतेंगे। ।",1
332,उन्होंने करों में कटौती नहीं की। उन्होंने कंपनियों को जमानत नहीं दी। उन्होंने सिर्फ सार्वजनिक स्वास्थ्य आपातकाल पर हमला किया। आर्थिक सुधार को सक्षम करने का तरीका सार्वजनिक स्वास्थ्य पर ध्यान केंद्रित करना है। URL,1
334,"कोरोना वायरस के प्रकोप की शुरुआत के बाद से 5 महीनों में, दुनिया भर में 3800 लोग मारे गए हैं। उसी अवधि में फ्लू ने 310,000 से अधिक को मार दिया है। लोगों जागो! कोरोनोवायरस ""स्केयर"" एक maufactured संकट है। अपने आप से पूछें: इस संकट से कौन लाभान्वित होता है? मुझे महसूस करो??",1
337,ऐसा लगता है कि कोरोना वायरस एंटीकैक है और उस URL के साथ iâ € ™ ठीक है,1
338,चीनी कोरोना वायरस URL जैसा हो,0
339,कोविद -19 ठंड / फ्लू के मौसम के दौरान मारा। आश्चर्य है कि क्या आपके पास वायरस हो सकता है? यह चार्ट  covid19 v। कोल्ड वी। फ़्लू सहायक है: URL,1
342,"गलत बयान जो गलत सूचना फैलाते हैं और एशियाइयों और  कोरोनोवायरस के लिए एशियाई अमेरिकी समुदाय को दोषी ठहराते हैं, हम सभी को कम सुरक्षित बनाते हैं। @gopleader को इस ट्वीट को हटाना चाहिए और तुरंत माफी मांगनी चाहिए। URL",1
344,"उन उदारवादियों के लिए जिन्होंने वुहान में उत्पन्न होने वाले लोगों पर अपना बट प्लग उड़ाया, जो वुहान में उत्पन्न हुए (इसके लिए प्रतीक्षा करें ...)  वुहानकोरोवायरस, यहाँ एक इतिहास ताज़ा है ... numbsbullull URL",0
345,बस सैन डिएगो अस्पताल में covid-19 के परीक्षण के लिए दिशानिर्देशों की एक झलक मिली और वे हैं ... वास्तव में बुरा! एक परीक्षण प्राप्त करने के लिए रोगी को किसी व्यक्ति के पास एक संक्रमित संक्रमण होने या किसी संक्रमित क्षेत्र की यात्रा करने के लिए निकट संपर्क होना चाहिए। लेकिन यह पूरी तरह से अपर्याप्त है!,1
349,"मुझे अभी सूचित किया गया है कि मेरा covid-19 प्रयोगशाला परिणाम नकारात्मक था। सावधानी के एक बहुतायत में, मैं गुरुवार दोपहर 2 बजे चिकित्सा पेशेवरों की सलाह पर स्व-संगरोध के तहत रहूंगा। मैं ठीक महसूस करना जारी रखता हूं और कोई लक्षण नहीं दिखाता हूं।",1
350,"कोरोना इन उड़ानों को नरक के रूप में सस्ते में मिला, न कि URL पर",1
351,"id “id covid19 प्रगति में फ्रांस, स्पेन और जर्मनी इटली से लगभग 9 से 10 दिन पीछे हैं; यूके और यूएस 13 से 16 दिनों तक चलते हैं। इटली में हमने बहुत लंबा इंतजार किया, इन देशों को वास्तव में अब आक्रामक नियंत्रण उपायों को लागू करना शुरू करना चाहिए। URL",1
352,"कोरोना वायरस प्रो टिप: यदि आप वोदका के साथ एमर्जेन-सी मिलाते हैं तो आप सचमुच बीमार नहीं पड़ सकते, यह विज्ञान का विज्ञान है",1
354,â € €israel सभी विदेशी आवक के लिए अनिवार्य दो सप्ताह की संगरोध की घोषणा करता है। € इज़राइल को दांव लगाना नहीं चाहता है कि उनके देश में महामारी नहीं है? सीमाएं एक अद्भुत चीज हैं।  कोरोनोवायरस URL,1
355,"नैंसी बिनय पिछले वर्षों में सबसे बेहतर राजनीतिज्ञ हैं। हर कोई जिसने उसकी गहरी त्वचा का मजाक उड़ाया था, वह अब घुट सकता है। URL",0
356," कोरोनोवायरस के मद्देनजर, सेन जोश हॉले ने हमारी चिकित्सा आपूर्ति के निर्माण और वितरण के लिए चीन पर संयुक्त राज्य की निर्भरता को समाप्त करने के लिए एक विधेयक पेश किया। URL",1
357,"मैं कोविद -19 डेटा विस्तृत चाहता था, लेकिन मीडिया पूर्वाग्रह के साथ संख्याओं को खोजने के लिए एक कठिन समय था। मैंने इसे स्वयं एकत्र किया, और यहां साझा कर रहा हूं। इस थ्रेड में: - ऊष्मायन समय - लक्षण घटना - संचरण दरें - पहले 20 अमेरिकी मामले तिथि और स्थान (समयावधि)",1
358,"सही मायने में विश्लेषण: अमेरिका कई देशों की तुलना में अधिक असुरक्षित है, जहां कई असुरक्षित, कई डब्ल्यू / ओ ने बीमार छुट्टी का भुगतान किया है, और एक नेतृत्व जिसने देश को इसके लिए तैयार नहीं करते हुए चुनौती को कम कर दिया है। URL",1
359,"मुझे नहीं पता कि यह सुनने की जरूरत है, लेकिन अल्बर्टा ने ईआर या अस्पताल में किए गए सभी श्वसन स्वैबों में सिर्फ covid19 परीक्षण जोड़ा। इसलिए यदि आप फ्लू की तलाश कर रहे हैं, तो आपको  covid19 पर भी जवाब मिलेगा। standardofcare imho होना चाहिए।",1
360,"नॉवेल के खिलाफ एक एंटीवायरल स्प्रे  कोरोनोवायरस शंघाई पब्लिक हेल्थ क्लिनिकल सेंटर में विकसित हुआ है, जिसे वायरस के रूप में गले में डाला जा सकता है। स्प्रे फ्रंट-लाइन मेडिकल स्टाफ को बचाने में बहुत मदद कर सकता है, फिर भी सार्वजनिक उपयोग के लिए बड़े पैमाने पर उत्पादन अभी के लिए उपलब्ध नहीं है। URL",1
361," covidã co19 कुछ हम सभी को जागरूक और सतर्क रहने की आवश्यकता है। यह अब 3 जी संक्रमण तक है। वायरस को फैलाना कितना आसान है, यह समझने के लिए यह वीडियो (उधार) देखें। coronavirus URL",1
363,"co.id-19 की प्रतिक्रिया पर एक एस। कोरियाई gov't ब्रीफिंग: ""gov't संबंधित खर्चों के साथ संबंधित परीक्षण और उपचार के लिए वित्तीय लागतों को कवर कर रहा है, जो उन खर्चों के साथ दु: खद कर रहे हैं। gov't भी नुकसान के लिए चिकित्सा सुविधाओं की प्रतिपूर्ति कर रही है। लगाए गए संगरोध से। """,1
364,कोरोना हिट के बाद से पासपोर्ट ट्विटर शांत था। अपने पैसे को जॉर्डन पर खर्च करना चाहिए,1
365,"स्वास्थ्य मंत्री, exclusive नादिन डोरिस, कोरोनोवायरस का निदान करने वाले पहले सांसद बन गए हैं वह पिछले एक हफ्ते से वेस्टमिंस्टर में हैं, सैकड़ों लोगों से मिले, और गुरुवार को बोरिस जॉनसन द्वारा आयोजित नो 10 रिसेप्शन में भाग लिया URL / 3seue2ngye",1
366,प्रदर्शनी ए it ðÿ˜ðÿ ðÿ˜ðÿ URL URL,0
368,मुझे मेरी गोल यात्रा के टिकट के लिए $ 00.38 का भुगतान करने के बाद फ्रांस में आगमन हुआ क्योंकि कोरोना वायरस डर के कारण URL,1
369,"मेरे प्रिय छात्रों को: रिज़ल में सीओवीआईडी ​​-19 वायरस की पुष्टि के मामले के कारण, कोई और अधिक शोध बचाव नहीं होगा, हालांकि आपको 20 मार्च को पांडुलिपि पारित करने की आवश्यकता है। घर पर रहें और व्यक्तिगत रूप से काम करें। अनुलेख आपका जीवन एक शिक्षक के रूप में आपके ग्रेड से ज्यादा कीमती है, मैं अपना हिस्सा बनाऊंगा।",1
370,"केविन मैकार्थी को कोरोना वायरस चीनी कहलाना एक जातिवादी चाल है जो सार्वजनिक स्वास्थ्य के मुद्दे को कुछ और बनाने के लिए ""दूसरों"" पर दोषी ठहराया जा सकता है - स्कूलों में एपीआई बच्चों को पहले से ही वायरस होने के बारे में ताना दिया जा रहा है - रिपब्लिकन द्वारा इस तरह का ""नेतृत्व"" एक वास्तविक खतरा है हम सभी के लिए।",1
371,यदि यह कोरोना जल्द ही खत्म नहीं होता है तो इम्मा को हस्तक्षेप करना होगा,0
372,"thread: coronavirus के कुछ सप्ताह पहले शुक्र जनवरी 31, 2020, आधिकारिक रूप से अन्य देशों में फैल गया (जिसके कारण शेयर बाजार सप्ताह 24 फरवरी-फरवरी 28 को खराब हो गया), ट्रम्प एडमिन ने चीन पर यात्रा प्रतिबंधों की घोषणा की। यहाँ कुछ रिपोर्टिंग यह उत्पन्न की है। 2/4/20 का पोलिटिको लें।",1
374,"आज रात हमने एक महत्वपूर्ण सीमा पार कर ली: @cpac 9 दिन पहले समाप्त हो गया। विशेषज्ञों के अनुसार हमने सलाह दी थी कि टाइम डब्ल्यू डब्ल्यू न्यू कोरोना केस और नो अटेंडीज़ डब्ल्यू लक्षण एक विशाल मोड़ है। एक होटल में 10,000 से अधिक वायरस मौजूद है और कोई भी सकारात्मक नहीं है। ð ð »ð ð» ð ºð ¸",1
